transaction_amount,merchant_category,customer_region,transaction_type,card_present,hour_of_day,device_type,previous_fraud_flag,transaction_datetime,day_of_week,is_weekend,device_id,is_fraud
5444.49,Restaurants,Limpopo,Online,0,8,iPhone,0,2023-01-15 12:16:00,Sunday,1,IPH_82597,0
3917.66,Groceries,Western Cape,ATM Withdrawal,1,7,Android,0,2023-01-03 22:17:00,Tuesday,0,AND_94124,0
2981.07,Electronics,KwaZulu-Natal,EFT,1,17,Unknown,0,2023-01-16 18:16:00,Monday,0,UNK_13902,0
6346.35,Groceries,Eastern Cape,ATM Withdrawal,1,22,Unknown,0,2023-01-01 11:10:00,Sunday,1,UNK_44364,0
796.16,Restaurants,Eastern Cape,EFT,0,17,Windows,0,2023-01-05 06:40:00,Thursday,0,WIN_30096,0
3458.52,Electronics,Mpumalanga,EFT,0,12,Unknown,1,2023-01-12 19:13:00,Thursday,0,UNK_22020,0
99.25,Electronics,Gauteng,Online,1,17,Android,0,2023-01-08 07:51:00,Sunday,1,AND_68473,0
3291.25,Groceries,Eastern Cape,POS,0,14,Android,0,2023-01-19 17:53:00,Thursday,0,AND_54153,0
413.0,Restaurants,KwaZulu-Natal,Online,1,3,Unknown,0,2023-01-01 21:17:00,Sunday,1,UNK_51277,0
849.35,Fuel,Eastern Cape,ATM Withdrawal,1,16,iPhone,0,2023-01-20 02:22:00,Friday,0,IPH_97221,0
840.33,Restaurants,KwaZulu-Natal,ATM Withdrawal,0,4,iPhone,0,2023-01-13 01:45:00,Friday,0,IPH_48502,0
4551.49,Online Store,Western Cape,EFT,0,21,Android,0,2023-01-11 20:57:00,Wednesday,0,AND_25675,0
5227.39,Clothing,Mpumalanga,EFT,1,15,iPhone,0,2023-01-02 10:44:00,Monday,0,IPH_34365,0
4091.91,Fuel,Gauteng,POS,1,8,Windows,0,2023-01-06 12:09:00,Friday,0,WIN_97812,0
6735.96,Electronics,Eastern Cape,Online,1,9,Windows,0,2023-01-18 21:37:00,Wednesday,0,WIN_88229,0
2636.6,Fuel,KwaZulu-Natal,ATM Withdrawal,1,23,Unknown,0,2023-01-08 01:43:00,Sunday,1,UNK_99049,0
2014.27,Electronics,Limpopo,EFT,0,17,Unknown,1,2023-01-13 22:57:00,Friday,0,UNK_62148,0
6082.82,Electronics,Gauteng,POS,1,16,iPhone,0,2023-01-20 10:46:00,Friday,0,IPH_99157,0
1580.7,Fuel,Western Cape,ATM Withdrawal,1,17,Android,0,2023-01-06 08:51:00,Friday,0,AND_99247,0
6743.29,Electronics,KwaZulu-Natal,EFT,1,6,Unknown,0,2023-01-12 09:29:00,Thursday,0,UNK_78078,0
104.84,Electronics,Mpumalanga,ATM Withdrawal,1,3,Windows,0,2023-01-14 17:42:00,Saturday,1,WIN_92598,0
6789.75,Online Store,Mpumalanga,POS,1,4,Unknown,1,2023-01-04 12:05:00,Wednesday,0,UNK_80902,0
321.26,Restaurants,Western Cape,POS,0,22,Unknown,0,2023-01-04 04:52:00,Wednesday,0,UNK_36465,0
6240.18,Restaurants,Western Cape,ATM Withdrawal,1,15,Windows,0,2023-01-10 04:07:00,Tuesday,0,WIN_42286,0
3703.35,Clothing,Mpumalanga,Online,0,2,Android,0,2023-01-08 19:43:00,Sunday,1,AND_64795,0
6950.89,Clothing,Eastern Cape,ATM Withdrawal,0,17,Unknown,0,2023-01-15 05:30:00,Sunday,1,UNK_50178,0
535.1,Online Store,Eastern Cape,EFT,1,22,Unknown,0,2023-01-02 16:28:00,Monday,0,UNK_89183,0
3885.9,Clothing,KwaZulu-Natal,Online,1,20,Unknown,0,2023-01-20 07:56:00,Friday,0,UNK_59986,0
6785.73,Fuel,Limpopo,EFT,1,13,iPhone,0,2023-01-01 14:40:00,Sunday,1,IPH_53201,0
3671.22,Groceries,KwaZulu-Natal,ATM Withdrawal,1,14,Unknown,1,2023-01-13 03:12:00,Friday,0,UNK_53315,0
4413.2,Groceries,Limpopo,Online,1,16,Windows,1,2023-01-12 09:33:00,Thursday,0,WIN_85396,0
4876.33,Groceries,Western Cape,EFT,0,0,Android,0,2023-01-03 23:44:00,Tuesday,0,AND_65178,0
3192.7,Online Store,Gauteng,ATM Withdrawal,1,20,Android,0,2023-01-04 07:33:00,Wednesday,0,AND_20745,0
4400.36,Online Store,KwaZulu-Natal,ATM Withdrawal,1,16,Windows,0,2023-01-17 00:31:00,Tuesday,0,WIN_82354,0
4098.51,Electronics,KwaZulu-Natal,Online,1,22,iPhone,0,2023-01-18 22:29:00,Wednesday,0,IPH_89637,0
6310.08,Groceries,Limpopo,ATM Withdrawal,1,10,Windows,0,2023-01-06 23:03:00,Friday,0,WIN_15028,0
337.22,Fuel,Western Cape,POS,0,16,Android,0,2023-01-10 01:24:00,Tuesday,0,AND_58566,0
1981.12,Clothing,Western Cape,EFT,1,13,Windows,0,2023-01-08 10:07:00,Sunday,1,WIN_53722,0
6653.87,Fuel,Limpopo,EFT,1,19,iPhone,0,2023-01-02 18:56:00,Monday,0,IPH_96623,0
6234.04,Clothing,Western Cape,ATM Withdrawal,0,18,Android,0,2023-01-14 19:51:00,Saturday,1,AND_84974,0
3200.48,Groceries,Mpumalanga,ATM Withdrawal,1,20,iPhone,0,2023-01-17 21:46:00,Tuesday,0,IPH_93692,0
4348.53,Groceries,Eastern Cape,POS,1,6,Windows,1,2023-01-07 11:23:00,Saturday,1,WIN_94084,1
1956.12,Groceries,Mpumalanga,Online,1,23,Unknown,0,2023-01-21 07:14:00,Saturday,1,UNK_49879,0
1333.09,Online Store,Gauteng,ATM Withdrawal,1,12,Windows,0,2023-01-02 20:59:00,Monday,0,WIN_34767,0
3256.61,Clothing,KwaZulu-Natal,ATM Withdrawal,0,17,iPhone,0,2023-01-14 17:42:00,Saturday,1,IPH_78099,0
2486.4,Online Store,Gauteng,ATM Withdrawal,0,22,Windows,0,2023-01-10 10:25:00,Tuesday,0,WIN_58657,0
4093.92,Online Store,KwaZulu-Natal,ATM Withdrawal,0,13,Unknown,1,2023-01-10 10:05:00,Tuesday,0,UNK_18498,0
562.59,Restaurants,Eastern Cape,EFT,1,0,iPhone,0,2023-01-10 15:56:00,Tuesday,0,IPH_83667,0
6821.28,Fuel,Western Cape,ATM Withdrawal,0,6,Windows,0,2023-01-06 14:58:00,Friday,0,WIN_35107,0
6903.75,Fuel,Mpumalanga,EFT,0,7,iPhone,0,2023-01-15 23:25:00,Sunday,1,IPH_38793,0
4893.17,Electronics,Limpopo,ATM Withdrawal,1,17,iPhone,0,2023-01-16 03:06:00,Monday,0,IPH_12696,0
3761.95,Online Store,Mpumalanga,Online,1,8,Android,0,2023-01-07 03:28:00,Saturday,1,AND_63839,0
2180.5,Clothing,Eastern Cape,POS,1,0,Android,1,2023-01-18 12:42:00,Wednesday,0,AND_99241,0
5700.29,Restaurants,Gauteng,Online,0,21,iPhone,0,2023-01-07 21:06:00,Saturday,1,IPH_33397,0
4799.42,Restaurants,Limpopo,ATM Withdrawal,0,16,Windows,0,2023-01-16 07:45:00,Monday,0,WIN_17704,0
1155.07,Fuel,Western Cape,ATM Withdrawal,0,18,Windows,0,2023-01-03 20:30:00,Tuesday,0,WIN_26442,0
6378.27,Online Store,Eastern Cape,ATM Withdrawal,1,5,Windows,0,2023-01-04 20:22:00,Wednesday,0,WIN_73788,0
5761.31,Electronics,Limpopo,Online,1,2,Unknown,0,2023-01-07 21:53:00,Saturday,1,UNK_19765,0
6649.6,Online Store,Eastern Cape,ATM Withdrawal,1,23,iPhone,0,2023-01-13 17:07:00,Friday,0,IPH_20002,0
5085.52,Groceries,Eastern Cape,Online,0,4,iPhone,0,2023-01-14 19:34:00,Saturday,1,IPH_21390,0
4301.64,Online Store,Western Cape,EFT,1,1,Unknown,0,2023-01-09 15:16:00,Monday,0,UNK_54436,0
2939.34,Groceries,KwaZulu-Natal,POS,0,19,iPhone,0,2023-01-02 23:37:00,Monday,0,IPH_94482,0
6530.44,Groceries,Limpopo,POS,1,3,iPhone,0,2023-01-09 04:38:00,Monday,0,IPH_16641,0
6065.13,Electronics,Western Cape,Online,1,9,Unknown,0,2023-01-15 19:59:00,Sunday,1,UNK_43709,0
335.63,Clothing,Eastern Cape,EFT,1,9,Android,0,2023-01-15 11:42:00,Sunday,1,AND_49309,0
204.04,Fuel,Western Cape,Online,0,23,iPhone,0,2023-01-04 17:42:00,Wednesday,0,IPH_25624,0
2647.71,Online Store,KwaZulu-Natal,EFT,0,20,Unknown,0,2023-01-01 12:32:00,Sunday,1,UNK_19966,0
5677.66,Groceries,Mpumalanga,ATM Withdrawal,1,10,Windows,0,2023-01-17 07:25:00,Tuesday,0,WIN_99350,0
6911.19,Online Store,Limpopo,EFT,0,15,Android,0,2023-01-03 14:48:00,Tuesday,0,AND_44189,0
1069.91,Clothing,KwaZulu-Natal,EFT,0,16,Windows,0,2023-01-03 02:40:00,Tuesday,0,WIN_81301,0
4167.03,Fuel,Gauteng,EFT,0,15,iPhone,0,2023-01-01 10:02:00,Sunday,1,IPH_27223,1
2678.62,Clothing,Limpopo,POS,0,6,Android,0,2023-01-10 14:18:00,Tuesday,0,AND_88183,0
6790.0,Fuel,KwaZulu-Natal,EFT,1,15,Unknown,0,2023-01-12 03:01:00,Thursday,0,UNK_14959,0
5897.99,Restaurants,Eastern Cape,ATM Withdrawal,1,2,iPhone,0,2023-01-15 00:39:00,Sunday,1,IPH_37257,0
5871.53,Fuel,Limpopo,ATM Withdrawal,0,15,Unknown,0,2023-01-07 17:17:00,Saturday,1,UNK_60802,0
3291.48,Electronics,Limpopo,ATM Withdrawal,1,7,Android,0,2023-01-16 15:30:00,Monday,0,AND_97748,0
2915.44,Clothing,Western Cape,EFT,1,11,Windows,0,2023-01-05 00:21:00,Thursday,0,WIN_37215,0
1928.38,Groceries,Eastern Cape,Online,1,2,iPhone,0,2023-01-19 07:56:00,Thursday,0,IPH_65046,0
413.5,Restaurants,Gauteng,Online,1,16,iPhone,1,2023-01-13 17:42:00,Friday,0,IPH_44094,0
6055.76,Electronics,Mpumalanga,ATM Withdrawal,1,20,Unknown,0,2023-01-14 00:32:00,Saturday,1,UNK_48669,0
5694.05,Online Store,KwaZulu-Natal,POS,0,17,Android,0,2023-01-05 22:09:00,Thursday,0,AND_46126,0
6998.03,Clothing,Western Cape,Online,1,10,Unknown,0,2023-01-02 23:32:00,Monday,0,UNK_89036,0
6976.53,Groceries,KwaZulu-Natal,EFT,1,3,Android,0,2023-01-11 11:58:00,Wednesday,0,AND_26772,0
3896.91,Fuel,Gauteng,Online,1,15,iPhone,0,2023-01-14 19:32:00,Saturday,1,IPH_58586,0
5387.53,Groceries,Gauteng,ATM Withdrawal,1,16,Android,0,2023-01-03 10:48:00,Tuesday,0,AND_61943,0
6614.46,Online Store,Limpopo,POS,1,8,iPhone,0,2023-01-22 04:58:00,Sunday,1,IPH_78868,0
5950.54,Restaurants,Gauteng,Online,1,5,Android,1,2023-01-22 21:40:00,Sunday,1,AND_59855,0
1746.49,Restaurants,KwaZulu-Natal,Online,0,23,Windows,0,2023-01-13 08:58:00,Friday,0,WIN_32218,0
3164.8,Clothing,Eastern Cape,ATM Withdrawal,1,19,Android,0,2023-01-22 07:35:00,Sunday,1,AND_91008,0
921.53,Restaurants,Eastern Cape,POS,1,1,Windows,0,2023-01-05 08:05:00,Thursday,0,WIN_67205,0
6679.28,Clothing,Limpopo,POS,1,8,Android,0,2023-01-01 22:29:00,Sunday,1,AND_14959,0
4251.1,Clothing,Mpumalanga,ATM Withdrawal,0,20,Android,0,2023-01-02 05:58:00,Monday,0,AND_92979,0
1615.93,Clothing,KwaZulu-Natal,EFT,1,5,Unknown,0,2023-01-14 10:09:00,Saturday,1,UNK_55134,0
4708.47,Fuel,KwaZulu-Natal,Online,0,2,Unknown,0,2023-01-02 17:57:00,Monday,0,UNK_35874,0
4334.54,Electronics,Gauteng,EFT,0,19,iPhone,0,2023-01-22 17:49:00,Sunday,1,IPH_11301,0
2519.98,Clothing,KwaZulu-Natal,Online,1,5,Unknown,0,2023-01-04 13:08:00,Wednesday,0,UNK_68017,0
812.63,Clothing,Western Cape,Online,0,6,Android,0,2023-01-08 04:42:00,Sunday,1,AND_53319,0
4707.58,Electronics,Mpumalanga,EFT,1,0,Unknown,0,2023-01-19 19:32:00,Thursday,0,UNK_99616,0
3651.75,Groceries,Gauteng,ATM Withdrawal,0,22,Android,0,2023-01-06 07:00:00,Friday,0,AND_96219,0
5410.78,Clothing,Western Cape,ATM Withdrawal,1,0,Windows,0,2023-01-06 20:18:00,Friday,0,WIN_32455,0
3650.74,Fuel,Limpopo,Online,0,4,Android,0,2023-01-15 20:32:00,Sunday,1,AND_14112,0
5968.23,Restaurants,Eastern Cape,ATM Withdrawal,0,5,iPhone,0,2023-01-07 14:46:00,Saturday,1,IPH_67033,0
3872.31,Restaurants,Limpopo,Online,0,12,Windows,0,2023-01-06 07:13:00,Friday,0,WIN_68360,1
3935.35,Online Store,Eastern Cape,ATM Withdrawal,0,1,iPhone,0,2023-01-07 03:26:00,Saturday,1,IPH_92418,0
6139.04,Online Store,Limpopo,Online,0,14,iPhone,0,2023-01-12 12:31:00,Thursday,0,IPH_42145,0
2836.31,Restaurants,KwaZulu-Natal,ATM Withdrawal,0,14,iPhone,0,2023-01-23 08:29:00,Monday,0,IPH_42735,1
955.43,Restaurants,Western Cape,POS,1,12,Unknown,0,2023-01-20 08:16:00,Friday,0,UNK_82781,0
220.9,Fuel,Eastern Cape,EFT,0,13,iPhone,0,2023-01-07 21:10:00,Saturday,1,IPH_77641,0
5290.86,Electronics,Gauteng,POS,1,21,Windows,0,2023-01-09 16:40:00,Monday,0,WIN_31711,0
4349.76,Online Store,Western Cape,EFT,1,6,Android,0,2023-01-12 00:39:00,Thursday,0,AND_15630,0
4934.48,Electronics,Gauteng,EFT,1,13,iPhone,0,2023-01-23 20:23:00,Monday,0,IPH_75488,0
1506.49,Fuel,Western Cape,Online,1,23,Windows,0,2023-01-05 08:26:00,Thursday,0,WIN_13206,0
971.87,Restaurants,Western Cape,EFT,1,9,iPhone,0,2023-01-09 14:55:00,Monday,0,IPH_66289,0
121.52,Clothing,Limpopo,POS,0,16,Android,0,2023-01-18 05:12:00,Wednesday,0,AND_28953,0
2467.1,Electronics,Eastern Cape,POS,0,13,Windows,0,2023-01-23 16:00:00,Monday,0,WIN_20068,0
4137.63,Restaurants,Eastern Cape,ATM Withdrawal,1,7,Windows,0,2023-01-04 23:54:00,Wednesday,0,WIN_88930,0
2757.86,Restaurants,Western Cape,POS,0,3,Android,0,2023-01-06 15:59:00,Friday,0,AND_65916,0
3073.57,Groceries,KwaZulu-Natal,ATM Withdrawal,0,15,Windows,0,2023-01-06 15:17:00,Friday,0,WIN_11067,0
6331.03,Electronics,KwaZulu-Natal,EFT,0,23,Android,0,2023-01-01 21:09:00,Sunday,1,AND_60658,0
2450.82,Clothing,Gauteng,POS,0,12,Windows,0,2023-01-15 11:29:00,Sunday,1,WIN_62165,0
3607.65,Electronics,Gauteng,EFT,0,21,Windows,0,2023-01-17 01:25:00,Tuesday,0,WIN_90781,0
5489.9,Restaurants,Limpopo,POS,1,19,Android,0,2023-01-15 11:49:00,Sunday,1,AND_19859,0
2787.87,Clothing,Western Cape,POS,0,17,Android,0,2023-01-03 01:39:00,Tuesday,0,AND_39164,0
4362.17,Fuel,Gauteng,ATM Withdrawal,1,13,Windows,0,2023-01-03 00:33:00,Tuesday,0,WIN_90913,0
6039.3,Groceries,Gauteng,EFT,0,17,Windows,0,2023-01-06 08:18:00,Friday,0,WIN_30773,0
6647.65,Restaurants,Mpumalanga,POS,0,4,Android,1,2023-01-08 05:43:00,Sunday,1,AND_67295,0
1046.57,Online Store,Western Cape,Online,1,8,Unknown,0,2023-01-19 23:05:00,Thursday,0,UNK_43939,0
6487.58,Online Store,Limpopo,EFT,0,2,Android,0,2023-01-05 04:03:00,Thursday,0,AND_58599,0
3454.97,Groceries,Gauteng,EFT,1,7,Windows,0,2023-01-02 10:41:00,Monday,0,WIN_16114,0
1822.55,Fuel,Limpopo,EFT,1,19,Windows,0,2023-01-10 17:58:00,Tuesday,0,WIN_22818,0
3224.77,Restaurants,Eastern Cape,ATM Withdrawal,0,21,Windows,0,2023-01-11 07:08:00,Wednesday,0,WIN_19335,0
6860.63,Electronics,Limpopo,Online,1,9,Android,0,2023-01-12 03:17:00,Thursday,0,AND_65008,0
3458.47,Groceries,KwaZulu-Natal,EFT,0,21,Windows,0,2023-01-21 02:56:00,Saturday,1,WIN_81745,0
2314.69,Fuel,KwaZulu-Natal,POS,1,18,Unknown,0,2023-01-03 17:54:00,Tuesday,0,UNK_53148,0
4441.14,Electronics,Limpopo,POS,0,20,iPhone,0,2023-01-18 05:59:00,Wednesday,0,IPH_13577,0
1696.22,Online Store,KwaZulu-Natal,ATM Withdrawal,1,2,Unknown,0,2023-01-09 12:09:00,Monday,0,UNK_83916,0
549.53,Online Store,Eastern Cape,POS,0,10,Android,0,2023-01-08 20:23:00,Sunday,1,AND_14076,0
919.58,Electronics,Western Cape,EFT,1,10,Windows,0,2023-01-23 20:03:00,Monday,0,WIN_42925,0
913.76,Groceries,KwaZulu-Natal,POS,1,16,Android,0,2023-01-07 09:27:00,Saturday,1,AND_61869,0
1080.28,Online Store,KwaZulu-Natal,EFT,1,15,iPhone,0,2023-01-16 21:57:00,Monday,0,IPH_69314,0
989.01,Restaurants,Limpopo,POS,1,6,Android,0,2023-01-08 01:27:00,Sunday,1,AND_51205,0
4493.31,Clothing,Eastern Cape,Online,1,3,Windows,0,2023-01-13 16:34:00,Friday,0,WIN_21095,0
1289.52,Electronics,Western Cape,ATM Withdrawal,1,22,iPhone,0,2023-01-20 11:35:00,Friday,0,IPH_94715,0
2432.76,Electronics,Limpopo,ATM Withdrawal,0,18,iPhone,0,2023-01-22 20:01:00,Sunday,1,IPH_66680,0
6279.58,Online Store,Limpopo,Online,0,11,Windows,0,2023-01-21 19:46:00,Saturday,1,WIN_38400,1
3328.25,Groceries,Mpumalanga,Online,0,14,Windows,0,2023-01-15 14:32:00,Sunday,1,WIN_94297,0
4679.55,Restaurants,Eastern Cape,ATM Withdrawal,1,10,Windows,0,2023-01-07 11:45:00,Saturday,1,WIN_77346,0
1222.79,Groceries,Western Cape,Online,1,4,Android,1,2023-01-17 14:07:00,Tuesday,0,AND_97110,1
1362.18,Fuel,Eastern Cape,EFT,1,4,Unknown,0,2023-01-18 19:24:00,Wednesday,0,UNK_38562,0
305.26,Fuel,Western Cape,POS,0,14,Android,0,2023-01-01 16:16:00,Sunday,1,AND_50663,0
1199.17,Clothing,Eastern Cape,ATM Withdrawal,1,17,Android,0,2023-01-12 05:08:00,Thursday,0,AND_28510,0
1964.56,Online Store,Limpopo,Online,0,10,Unknown,0,2023-01-22 04:22:00,Sunday,1,UNK_71608,0
1255.53,Online Store,Limpopo,EFT,0,11,Windows,0,2023-01-13 11:51:00,Friday,0,WIN_82489,0
639.14,Online Store,Gauteng,ATM Withdrawal,1,1,Windows,0,2023-01-09 02:40:00,Monday,0,WIN_62182,0
862.04,Clothing,KwaZulu-Natal,Online,1,19,Unknown,0,2023-01-22 23:51:00,Sunday,1,UNK_97667,0
3236.24,Fuel,Mpumalanga,ATM Withdrawal,1,14,Unknown,0,2023-01-05 06:49:00,Thursday,0,UNK_36883,0
1460.21,Groceries,Eastern Cape,Online,1,19,Android,0,2023-01-06 13:07:00,Friday,0,AND_81427,0
2562.6,Clothing,Mpumalanga,ATM Withdrawal,0,3,iPhone,0,2023-01-18 12:23:00,Wednesday,0,IPH_45844,0
3533.85,Clothing,Gauteng,EFT,1,21,Unknown,0,2023-01-10 04:50:00,Tuesday,0,UNK_28728,0
4838.96,Groceries,KwaZulu-Natal,EFT,0,17,Android,0,2023-01-19 05:08:00,Thursday,0,AND_21094,0
294.4,Online Store,Eastern Cape,POS,1,5,iPhone,0,2023-01-05 08:45:00,Thursday,0,IPH_12407,0
5599.88,Restaurants,Western Cape,ATM Withdrawal,1,22,Windows,0,2023-01-07 17:45:00,Saturday,1,WIN_65412,0
4402.74,Groceries,KwaZulu-Natal,POS,0,18,Windows,1,2023-01-05 08:28:00,Thursday,0,WIN_22644,0
590.68,Fuel,Limpopo,ATM Withdrawal,0,10,Android,1,2023-01-25 08:36:00,Wednesday,0,AND_95834,0
6117.58,Electronics,Gauteng,Online,1,23,Android,0,2023-01-11 15:00:00,Wednesday,0,AND_70746,0
6447.69,Electronics,KwaZulu-Natal,Online,1,1,Unknown,0,2023-01-09 22:11:00,Monday,0,UNK_62748,0
446.32,Clothing,KwaZulu-Natal,POS,1,7,Windows,0,2023-01-01 18:52:00,Sunday,1,WIN_69021,0
1952.61,Electronics,Limpopo,ATM Withdrawal,0,10,Android,0,2023-01-05 07:21:00,Thursday,0,AND_72651,0
5647.28,Restaurants,Eastern Cape,POS,0,4,Windows,0,2023-01-12 02:13:00,Thursday,0,WIN_46807,0
5242.85,Online Store,Western Cape,EFT,1,17,Windows,0,2023-01-03 04:00:00,Tuesday,0,WIN_44072,0
1307.96,Fuel,Limpopo,POS,1,22,Unknown,0,2023-01-14 09:42:00,Saturday,1,UNK_48398,0
1481.26,Restaurants,Western Cape,POS,0,17,iPhone,0,2023-01-13 00:12:00,Friday,0,IPH_38669,0
2605.9,Fuel,Eastern Cape,Online,1,13,Unknown,0,2023-01-20 23:35:00,Friday,0,UNK_40161,0
3401.97,Fuel,KwaZulu-Natal,POS,0,21,Android,0,2023-01-18 06:35:00,Wednesday,0,AND_17282,0
4335.42,Online Store,Western Cape,ATM Withdrawal,1,9,Unknown,0,2023-01-12 20:01:00,Thursday,0,UNK_36539,0
2595.02,Clothing,Gauteng,Online,1,2,Unknown,0,2023-01-07 04:29:00,Saturday,1,UNK_13307,0
3248.49,Electronics,Gauteng,POS,1,8,Windows,0,2023-01-20 01:51:00,Friday,0,WIN_27745,0
5237.35,Online Store,Limpopo,EFT,0,2,Unknown,0,2023-01-19 14:52:00,Thursday,0,UNK_49433,0
276.05,Restaurants,Eastern Cape,POS,1,10,Android,0,2023-01-05 09:07:00,Thursday,0,AND_44555,0
1782.01,Clothing,Limpopo,POS,0,11,iPhone,0,2023-01-25 00:16:00,Wednesday,0,IPH_11073,0
4999.18,Restaurants,Limpopo,POS,0,11,Unknown,0,2023-01-03 02:23:00,Tuesday,0,UNK_42683,0
6268.54,Clothing,Mpumalanga,Online,1,2,Unknown,0,2023-01-02 20:39:00,Monday,0,UNK_35741,0
3591.51,Restaurants,Limpopo,ATM Withdrawal,1,20,iPhone,0,2023-01-06 06:57:00,Friday,0,IPH_32286,0
3734.15,Online Store,Mpumalanga,EFT,1,6,Android,0,2023-01-25 00:38:00,Wednesday,0,AND_13599,0
768.06,Clothing,Gauteng,POS,1,13,Android,0,2023-01-14 22:45:00,Saturday,1,AND_37293,0
3142.94,Clothing,Gauteng,ATM Withdrawal,1,23,Unknown,0,2023-01-21 22:35:00,Saturday,1,UNK_25389,0
3737.67,Fuel,Limpopo,ATM Withdrawal,0,10,Windows,0,2023-01-07 09:05:00,Saturday,1,WIN_22318,0
1712.44,Fuel,Gauteng,Online,0,6,Unknown,1,2023-01-14 05:41:00,Saturday,1,UNK_58875,0
1899.32,Groceries,Eastern Cape,EFT,0,20,iPhone,0,2023-01-10 19:24:00,Tuesday,0,IPH_13055,0
2653.44,Restaurants,Mpumalanga,Online,1,9,iPhone,1,2023-01-23 02:48:00,Monday,0,IPH_92579,0
160.1,Fuel,Mpumalanga,ATM Withdrawal,1,10,iPhone,0,2023-01-02 00:53:00,Monday,0,IPH_16320,0
2268.11,Groceries,Limpopo,ATM Withdrawal,0,14,Unknown,0,2023-01-07 20:22:00,Saturday,1,UNK_14642,0
1495.91,Fuel,Gauteng,ATM Withdrawal,1,18,Unknown,0,2023-01-05 11:01:00,Thursday,0,UNK_19321,0
2305.93,Restaurants,Western Cape,Online,1,15,Android,0,2023-01-24 01:58:00,Tuesday,0,AND_89968,0
855.94,Clothing,Mpumalanga,EFT,1,21,Windows,0,2023-01-13 18:48:00,Friday,0,WIN_98293,0
6235.88,Electronics,Limpopo,POS,0,20,Unknown,0,2023-01-12 03:07:00,Thursday,0,UNK_69618,0
4163.28,Restaurants,Limpopo,Online,0,19,Android,0,2023-01-13 08:17:00,Friday,0,AND_36044,0
4760.13,Online Store,Eastern Cape,ATM Withdrawal,0,11,Unknown,0,2023-01-27 05:08:00,Friday,0,UNK_31971,0
5528.42,Fuel,KwaZulu-Natal,Online,0,17,Android,0,2023-01-24 00:35:00,Tuesday,0,AND_35727,0
3499.13,Fuel,KwaZulu-Natal,ATM Withdrawal,1,22,Android,0,2023-01-20 05:36:00,Friday,0,AND_32559,0
626.7,Clothing,Mpumalanga,POS,1,12,Windows,0,2023-01-09 04:29:00,Monday,0,WIN_83820,0
3769.0,Online Store,Eastern Cape,POS,1,4,Unknown,0,2023-01-05 20:35:00,Thursday,0,UNK_93201,0
4116.15,Clothing,Eastern Cape,EFT,1,3,Android,0,2023-01-26 01:37:00,Thursday,0,AND_37476,0
5223.17,Online Store,Eastern Cape,ATM Withdrawal,1,13,iPhone,0,2023-01-12 18:32:00,Thursday,0,IPH_72683,0
3032.98,Electronics,Mpumalanga,EFT,0,7,iPhone,1,2023-01-08 22:10:00,Sunday,1,IPH_20991,0
910.51,Fuel,KwaZulu-Natal,EFT,1,8,iPhone,0,2023-01-14 02:13:00,Saturday,1,IPH_95097,0
2000.76,Fuel,Eastern Cape,POS,1,18,Windows,1,2023-01-26 03:00:00,Thursday,0,WIN_80047,0
2554.31,Electronics,Gauteng,Online,0,2,Android,0,2023-01-11 21:00:00,Wednesday,0,AND_20796,0
4528.5,Groceries,Limpopo,Online,0,4,Windows,0,2023-01-16 15:00:00,Monday,0,WIN_13881,0
4004.03,Clothing,Limpopo,EFT,1,20,Unknown,0,2023-01-23 03:19:00,Monday,0,UNK_25668,0
2505.56,Electronics,Western Cape,POS,0,17,Unknown,0,2023-01-13 00:12:00,Friday,0,UNK_44312,0
6905.88,Clothing,Western Cape,ATM Withdrawal,1,0,Android,0,2023-01-07 18:48:00,Saturday,1,AND_38106,0
4248.31,Restaurants,Mpumalanga,Online,0,7,iPhone,0,2023-01-28 10:26:00,Saturday,1,IPH_25729,0
1675.84,Fuel,Mpumalanga,EFT,1,18,Android,0,2023-01-27 10:41:00,Friday,0,AND_80320,0
730.44,Clothing,Limpopo,Online,0,16,Android,0,2023-01-24 09:48:00,Tuesday,0,AND_64913,0
1086.96,Online Store,Gauteng,Online,0,16,Android,0,2023-01-20 05:13:00,Friday,0,AND_67026,0
1736.78,Clothing,KwaZulu-Natal,ATM Withdrawal,1,10,Windows,0,2023-01-09 12:12:00,Monday,0,WIN_69402,0
1141.56,Restaurants,KwaZulu-Natal,POS,0,1,Unknown,0,2023-01-26 10:12:00,Thursday,0,UNK_47282,0
1322.24,Fuel,Mpumalanga,ATM Withdrawal,1,5,Android,0,2023-01-09 00:08:00,Monday,0,AND_84638,0
2009.96,Electronics,Gauteng,POS,0,21,Android,0,2023-01-23 09:57:00,Monday,0,AND_48218,0
1230.15,Restaurants,Mpumalanga,Online,0,13,Android,0,2023-01-26 16:08:00,Thursday,0,AND_27950,0
6279.42,Fuel,KwaZulu-Natal,EFT,0,2,Windows,0,2023-01-18 01:03:00,Wednesday,0,WIN_69739,0
580.03,Clothing,Mpumalanga,ATM Withdrawal,0,11,Windows,0,2023-01-23 13:51:00,Monday,0,WIN_14507,0
3681.09,Groceries,Eastern Cape,POS,1,3,Windows,0,2023-01-23 07:08:00,Monday,0,WIN_56303,0
2884.57,Groceries,Mpumalanga,Online,0,11,Android,0,2023-01-06 19:15:00,Friday,0,AND_89059,1
